"","logFC","logCPM","LR","PValue"
"Bdkrb1",-0.416653705868362,2.04396099867932,0.70293533863261,0.401799132256349
"Chrm3",-0.119259604716491,-0.0664303499903818,0.0488643096966914,0.825051375299955
"Cytip",0.604130686152039,1.76538187328166,1.36296971985553,0.243023465607679
"Fabp7",1.7350059640322,0.132067789922027,6.67544364546492,0.00977501786476333
"Fpr1",-0.201649075222349,2.10646504641816,0.199616559683657,0.655030526148304
"Frmd7",-0.253906137969052,0.0775039785197286,0.151320906165383,0.697276235606031
"Gpr39",-0.63390003125639,0.817073024202594,1.1910820713518,0.275111398306814
"Kcna5",-0.444553317192766,-0.0416322433827831,0.561169980946303,0.453789223241967
"Nefm",0.0366615882476745,0.211965371041127,0.00274673313923657,0.958202576040013
"Nlrc4",0.972963489822916,-0.0653208822829352,1.6595897802588,0.197658720002426
"Nppa",0.0335913356191785,-0.192464598377357,0.00327792185882636,0.954343549205824
"Rem2",-1.27924268984224,-0.0254204959684744,5.77808643916159,0.0162271985793887
"Slc13a3",-0.219223576631976,0.341322808518111,0.0829185660450946,0.773380541762635
"Slc6a12",0.0440693808215733,-0.330420023615599,0.00170175166468045,0.96709476546491
"9430076C15Rik",-1.04340000446192,0.461873324963825,3.37152527779074,0.0663323164290746
"Adtrp",0.460444671423981,-0.402099355506766,0.607991459346822,0.435545064971848
"Car2",0.312724211906558,-0.144404353272231,0.312712578914267,0.576020389225295
"Ceacam1",0.0363296751936837,0.142115255283086,0.00213792957972103,0.963120754016926
"Clec7a",0.486137324752438,-0.300336479890779,0.573437012332233,0.448896362561569
"Cpne4",0.20384838358031,-0.152413300864236,0.0605058729626116,0.805698166903274
"Dnahc10",-0.662243249511274,-0.114904667464046,1.55949220386871,0.211739586871689
"Ebi3",0.145493634356417,0.598189156824128,0.0597827297339304,0.806839675066303
"Gad2",-0.360120935731756,1.09014738743943,0.39299422306177,0.530729695232077
"H2-M9",-0.560102718563083,0.324475246247666,0.814694042027144,0.366736084852627
"Klf14",0.0583607156899569,0.128205547765687,0.0161961549271519,0.898731361524576
